title,year,duration,genre,rating,movie_url,user-agent
,,,,,https://web.archive.org/web/20211014110217/https://www.imdb.com/title/tt4154756/?ref_=adv_li_tt,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36"
,,,,,https://web.archive.org/web/20220614045854/https://www.imdb.com/title/tt1187043/?ref_=adv_li_tt,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36"
,,,,,https://web.archive.org/web/20220414175320/https://www.imdb.com/title/tt1345836/?ref_=adv_li_tt,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36"
,,,,,https://web.archive.org/web/20220522223551/https://www.imdb.com/title/tt2380307/?ref_=adv_li_tt,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36"
,,,,,https://web.archive.org/web/20220604162638/https://www.imdb.com/title/tt5074352/?ref_=adv_li_tt,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36"
,,,,,https://web.archive.org/web/20211008191510/https://www.imdb.com/title/tt4154796/?ref_=adv_li_tt,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36"
,,,,,https://web.archive.org/web/20220416031514/https://www.imdb.com/title/tt4633694/?ref_=adv_li_tt,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36"
Capernaum ,2018,2h 6min,Drama,8.4,https://web.archive.org/web/20210517153542/https://www.imdb.com/title/tt8267604/?ref_=adv_li_tt,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36"
,,,,,https://web.archive.org/web/20220505224410/https://www.imdb.com/title/tt7286456/?ref_=adv_li_tt,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36"
,,,,,https://web.archive.org/web/20220607044722/https://www.imdb.com/title/tt5311514/?ref_=adv_li_tt,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36"
,,,,,https://web.archive.org/web/20211016112814/https://www.imdb.com/title/tt8503618/?ref_=adv_li_tt,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36"
,,,,,https://web.archive.org/web/20210920140047/https://www.imdb.com/title/tt0034583/?ref_=adv_li_tt,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36"
Joker ,2019,2h 2min,Crime,8.5,https://web.archive.org/web/20200714122119/https://www.imdb.com/title/tt7286456/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36"
Seven Samurai ,1954,3h 27min,Action,8.6,https://web.archive.org/web/20200716171253/https://www.imdb.com/title/tt0047478/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36"
It's a Wonderful Life ,1946,2h 10min,Drama,8.6,https://web.archive.org/web/20200714055953/https://www.imdb.com/title/tt0038650/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36"
Anand ,1971,2h 2min,Drama,8.6,https://web.archive.org/web/20200714090047/https://www.imdb.com/title/tt0066763/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36"
,,,,,https://web.archive.org/web/20221101183300/https://www.imdb.com/title/tt0021749/?ref_=adv_li_tt,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36"
Star Wars: Episode IV - A New Hope ,1977,2h 1min,Action,8.6,https://web.archive.org/web/20200716171627/https://www.imdb.com/title/tt0076759/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36"
The Silence of the Lambs ,1991,1h 58min,Crime,8.6,https://web.archive.org/web/20200715044236/https://www.imdb.com/title/tt0102926/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36"
Se7en ,1995,2h 7min,Crime,8.6,https://web.archive.org/web/20200714045927/https://www.imdb.com/title/tt0114369/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36"
,,,,,https://web.archive.org/web/20221101183300/https://www.imdb.com/title/tt0027977/?ref_=adv_li_tt,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36"
The Green Mile ,1999,3h 9min,Crime,8.6,https://web.archive.org/web/20200714044804/https://www.imdb.com/title/tt0120689/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36"
Spirited Away ,2001,2h 5min,Animation,8.6,https://web.archive.org/web/20200714045337/https://www.imdb.com/title/tt0245429/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36"
Saving Private Ryan ,1998,2h 49min,Drama,8.6,https://web.archive.org/web/20200714052455/https://www.imdb.com/title/tt0120815/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36"
City of God ,2002,2h 10min,Crime,8.6,https://web.archive.org/web/20200714035551/https://www.imdb.com/title/tt0317248/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36"
Interstellar ,2014,2h 49min,Adventure,8.6,https://web.archive.org/web/20200714070245/https://www.imdb.com/title/tt0816692/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36"
La vita è bella ,1997,1h 56min,Comedy,8.6,https://web.archive.org/web/20200715094956/https://www.imdb.com/title/tt0118799/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36"
Parasite ,2019,2h 12min,Comedy,8.6,https://web.archive.org/web/20200714020315/https://www.imdb.com/title/tt6751668/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36"
Harakiri ,1962,2h 13min,Action,8.7,https://web.archive.org/web/20200716172056/https://www.imdb.com/title/tt0056058/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36"
One Flew Over the Cuckoo's Nest ,1975,2h 13min,Drama,8.7,https://web.archive.org/web/20200714035649/https://www.imdb.com/title/tt0073486/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36"
Star Wars: Episode V - The Empire Strikes Back ,1980,2h 4min,Action,8.7,https://web.archive.org/web/20200714105828/https://www.imdb.com/title/tt0080684/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36"
